3	-0.477313
4	-0.476688
5	-0.476824
6	-0.476798
7	-0.476804
8	-0.476802
9	-0.476803
10	-0.476803
11	-0.476803
12	-0.476803
13	-0.476803
14	-0.476803
15	-0.476803
16	-0.476803
17	-0.476803
18	-0.476803
19	-0.476803
20	-0.476803
21	-0.476803
22	-0.476803
23	-0.476803
24	-0.476803
25	-0.476803
26	-0.476803
27	-0.476803
28	-0.476803
29	-0.476803
30	-0.476803
31	-0.476803
32	-0.476803
33	-0.476803
34	-0.476803
35	-0.476803
36	-0.476803
37	-0.476803
38	-0.476803
39	-0.476803
40	-0.476803
41	-0.476803
42	-0.476803
43	-0.476803
44	-0.476803
45	-0.476803
46	-0.476803
47	-0.476803
48	-0.476803
49	-0.476803
50	-0.476803
51	-0.476803
52	-0.476803
53	-0.476803
54	-0.476803
55	-0.476803
56	-0.476803
57	-0.476803
58	-0.476803
59	-0.476803
60	-0.476803
61	-0.476803
62	-0.476803
63	-0.476803
64	-0.476803
65	-0.476803
66	-0.476803
67	-0.476803
68	-0.476803
69	-0.476803
70	-0.476803
71	-0.476803
72	-0.476803
73	-0.476803
74	-0.476803
75	-0.476803
76	-0.476803
77	-0.476803
78	-0.476803
79	-0.476803
80	-0.476803
81	-0.476803
82	-0.476803
83	-0.476803
84	-0.476803
85	-0.476803
86	-0.476803
87	-0.476803
88	-0.476803
89	-0.476803
90	-0.476803
91	-0.476803
92	-0.476803
93	-0.476803
94	-0.476803
95	-0.476803
96	-0.476803
97	-0.476803
98	-0.476803
99	-0.476803
100	-0.476803
101	-0.476803
102	-0.476803
103	-0.476803
104	-0.476803
105	-0.476803
106	-0.476803
107	-0.476803
108	-0.476803
109	-0.476803
110	-0.476803
111	-0.476803
112	-0.476803
113	-0.476803
114	-0.476803
115	-0.476803
116	-0.476803
117	-0.476803
118	-0.476803
119	-0.476803
120	-0.476803
121	-0.476803
122	-0.476803
123	-0.476803
124	-0.476803
125	-0.476803
126	-0.476803
127	-0.476803
128	-0.476803
129	-0.476803
130	-0.476803
131	-0.476803
132	-0.476803
133	-0.476803
134	-0.476803
135	-0.476803
136	-0.476803
137	-0.476803
138	-0.476803
139	-0.476803
140	-0.476803
141	-0.476803
142	-0.476803
143	-0.476803
144	-0.476803
145	-0.476803
146	-0.476803
147	-0.476803
148	-0.476803
149	-0.476803
150	-0.476803
151	-0.476803
152	-0.476803
153	-0.476803
154	-0.476803
155	-0.476803
156	-0.476803
157	-0.476803
158	-0.476803
159	-0.476803
160	-0.476803
161	-0.476803
162	-0.476803
163	-0.476803
164	-0.476803
165	-0.476803
166	-0.476803
167	-0.476803
168	-0.476803
169	-0.476803
170	-0.476803
171	-0.476803
172	-0.476803
173	-0.476803
174	-0.476803
175	-0.476803
176	-0.476803
177	-0.476803
178	-0.476803
179	-0.476803
180	-0.476803
181	-0.476803
182	-0.476803
183	-0.476803
184	-0.476803
185	-0.476803
186	-0.476803
187	-0.476803
188	-0.476803
189	-0.476803
190	-0.476803
191	-0.476803
192	-0.476803
193	-0.476803
194	-0.476803
195	-0.476803
196	-0.476803
197	-0.476803
198	-0.476803
199	-0.476803
200	-0.476803
