3	-0.026985
4	-0.026270
5	-0.026396
6	-0.026368
7	-0.026374
8	-0.026373
9	-0.026373
10	-0.026373
11	-0.026373
12	-0.026373
13	-0.026373
14	-0.026373
15	-0.026373
16	-0.026373
17	-0.026373
18	-0.026373
19	-0.026373
20	-0.026373
21	-0.026373
22	-0.026373
23	-0.026373
24	-0.026373
25	-0.026373
26	-0.026373
27	-0.026373
28	-0.026373
29	-0.026373
30	-0.026373
31	-0.026373
32	-0.026373
33	-0.026373
34	-0.026373
35	-0.026373
36	-0.026373
37	-0.026373
38	-0.026373
39	-0.026373
40	-0.026373
41	-0.026373
42	-0.026373
43	-0.026373
44	-0.026373
45	-0.026373
46	-0.026373
47	-0.026373
48	-0.026373
49	-0.026373
50	-0.026373
51	-0.026373
52	-0.026373
53	-0.026373
54	-0.026373
55	-0.026373
56	-0.026373
57	-0.026373
58	-0.026373
59	-0.026373
60	-0.026373
61	-0.026373
62	-0.026373
63	-0.026373
64	-0.026373
65	-0.026373
66	-0.026373
67	-0.026373
68	-0.026373
69	-0.026373
70	-0.026373
71	-0.026373
72	-0.026373
73	-0.026373
74	-0.026373
75	-0.026373
76	-0.026373
77	-0.026373
78	-0.026373
79	-0.026373
80	-0.026373
81	-0.026373
82	-0.026373
83	-0.026373
84	-0.026373
85	-0.026373
86	-0.026373
87	-0.026373
88	-0.026373
89	-0.026373
90	-0.026373
91	-0.026373
92	-0.026373
93	-0.026373
94	-0.026373
95	-0.026373
96	-0.026373
97	-0.026373
98	-0.026373
99	-0.026373
100	-0.026373
101	-0.026373
102	-0.026373
103	-0.026373
104	-0.026373
105	-0.026373
106	-0.026373
107	-0.026373
108	-0.026373
109	-0.026373
110	-0.026373
111	-0.026373
112	-0.026373
113	-0.026373
114	-0.026373
115	-0.026373
116	-0.026373
117	-0.026373
118	-0.026373
119	-0.026373
120	-0.026373
121	-0.026373
122	-0.026373
123	-0.026373
124	-0.026373
125	-0.026373
126	-0.026373
127	-0.026373
128	-0.026373
129	-0.026373
130	-0.026373
131	-0.026373
132	-0.026373
133	-0.026373
134	-0.026373
135	-0.026373
136	-0.026373
137	-0.026373
138	-0.026373
139	-0.026373
140	-0.026373
141	-0.026373
142	-0.026373
143	-0.026373
144	-0.026373
145	-0.026373
146	-0.026373
147	-0.026373
148	-0.026373
149	-0.026373
150	-0.026373
151	-0.026373
152	-0.026373
153	-0.026373
154	-0.026373
155	-0.026373
156	-0.026373
157	-0.026373
158	-0.026373
159	-0.026373
160	-0.026373
161	-0.026373
162	-0.026373
163	-0.026373
164	-0.026373
165	-0.026373
166	-0.026373
167	-0.026373
168	-0.026373
169	-0.026373
170	-0.026373
171	-0.026373
172	-0.026373
173	-0.026373
174	-0.026373
175	-0.026373
176	-0.026373
177	-0.026373
178	-0.026373
179	-0.026373
180	-0.026373
181	-0.026373
182	-0.026373
183	-0.026373
184	-0.026373
185	-0.026373
186	-0.026373
187	-0.026373
188	-0.026373
189	-0.026373
190	-0.026373
191	-0.026373
192	-0.026373
193	-0.026373
194	-0.026373
195	-0.026373
196	-0.026373
197	-0.026373
198	-0.026373
199	-0.026373
200	-0.026373
