3	-0.333599
4	-0.092823
5	-0.261350
6	-0.104748
7	-0.227198
8	-0.111188
9	-0.207333
10	-0.115210
11	-0.194348
12	-0.117956
13	-0.185198
14	-0.119951
15	-0.178405
16	-0.121464
17	-0.173162
18	-0.122652
19	-0.168993
20	-0.123608
21	-0.165598
22	-0.124395
23	-0.162781
24	-0.125054
25	-0.160405
26	-0.125614
27	-0.158375
28	-0.126095
29	-0.156620
30	-0.126513
31	-0.155088
32	-0.126880
33	-0.153738
34	-0.127204
35	-0.152541
36	-0.127493
37	-0.151471
38	-0.127751
39	-0.150509
40	-0.127985
41	-0.149641
42	-0.128196
43	-0.148852
44	-0.128388
45	-0.148132
46	-0.128564
47	-0.147473
48	-0.128725
49	-0.146867
50	-0.128874
51	-0.146308
52	-0.129011
53	-0.145791
54	-0.129138
55	-0.145312
56	-0.129257
57	-0.144865
58	-0.129367
59	-0.144449
60	-0.129469
61	-0.144060
62	-0.129566
63	-0.143695
64	-0.129656
65	-0.143352
66	-0.129741
67	-0.143030
68	-0.129821
69	-0.142727
70	-0.129896
71	-0.142440
72	-0.129967
73	-0.142169
74	-0.130035
75	-0.141912
76	-0.130099
77	-0.141669
78	-0.130159
79	-0.141437
80	-0.130217
81	-0.141218
82	-0.130272
83	-0.141008
84	-0.130324
85	-0.140809
86	-0.130374
87	-0.140618
88	-0.130421
89	-0.140436
90	-0.130466
91	-0.140262
92	-0.130510
93	-0.140096
94	-0.130552
95	-0.139936
96	-0.130592
97	-0.139783
98	-0.130630
99	-0.139636
100	-0.130667
101	-0.139495
102	-0.130702
103	-0.139360
104	-0.130736
105	-0.139229
106	-0.130769
107	-0.139104
108	-0.130800
109	-0.138983
110	-0.130830
111	-0.138866
112	-0.130860
113	-0.138753
114	-0.130888
115	-0.138645
116	-0.130915
117	-0.138540
118	-0.130942
119	-0.138438
120	-0.130967
121	-0.138340
122	-0.130992
123	-0.138245
124	-0.131016
125	-0.138153
126	-0.131039
127	-0.138064
128	-0.131061
129	-0.137978
130	-0.131083
131	-0.137894
132	-0.131104
133	-0.137813
134	-0.131124
135	-0.137735
136	-0.131144
137	-0.137658
138	-0.131163
139	-0.137584
140	-0.131182
141	-0.137512
142	-0.131200
143	-0.137441
144	-0.131218
145	-0.137373
146	-0.131235
147	-0.137307
148	-0.131252
149	-0.137242
150	-0.131268
151	-0.137179
152	-0.131284
153	-0.137118
154	-0.131299
155	-0.137058
156	-0.131315
157	-0.137000
158	-0.131329
159	-0.136943
160	-0.131344
161	-0.136888
162	-0.131357
163	-0.136834
164	-0.131371
165	-0.136782
166	-0.131384
167	-0.136730
168	-0.131397
169	-0.136680
170	-0.131410
171	-0.136631
172	-0.131422
173	-0.136583
174	-0.131434
175	-0.136536
176	-0.131446
177	-0.136491
178	-0.131458
179	-0.136446
180	-0.131469
181	-0.136402
182	-0.131480
183	-0.136359
184	-0.131491
185	-0.136318
186	-0.131502
187	-0.136277
188	-0.131512
189	-0.136236
190	-0.131522
191	-0.136197
192	-0.131532
193	-0.136159
194	-0.131542
195	-0.136121
196	-0.131551
197	-0.136084
198	-0.131561
199	-0.136048
200	-0.131570
